8.210.117.246,15673
192.111.129.145,16894
192.111.130.2,4145
45.91.93.166,36342
138.94.92.26,7497
207.148.78.172,42283
192.111.130.5,17002
218.64.255.198,7302
68.1.210.189,4145
68.71.249.153,48606
117.251.103.186,8080
139.59.1.14,1080
65.169.38.73,26592
107.181.161.81,4145
212.83.143.159,65341
136.243.81.231,51528
142.54.239.1,4145
199.229.254.129,4145
72.37.216.68,4145
142.54.226.214,4145
206.220.175.2,4145
199.58.185.9,4145
184.170.249.65,4145
